FAC,FileHospitalName,DateModified,DocumentHospitalName,StrategicPlanDate,LevelsCount,HierarchyMethod,L1Objective,L2Objective,L3Objective
606,BARRIE_ROYAL_VICTORIA_REG_HC,2025-12-02,Royal Victoria Regional Health Centre,2024-2034,1,1-text-based,Drive clinical and academic excellence,nf,nf
606,BARRIE_ROYAL_VICTORIA_REG_HC,2025-12-02,Royal Victoria Regional Health Centre,2024-2034,1,1-text-based,"Cultivate fulfilled, high-performing teams",nf,nf
611,BLIND_RIVER_NORTH_SHORE_HN,2025-12-02,Blind River District Health Centre and North Shore Health Network,nf,1,1-text-based,Stabilize and Improve,nf,nf
611,BLIND_RIVER_NORTH_SHORE_HN,2025-12-02,Blind River District Health Centre and North Shore Health Network,nf,1,1-text-based,Growing Stronger,nf,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Healthcare experience,"Safe, trusted, and quality healthcare; where and when patients need it.",nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Healthcare experience,Enhance our patient and family centered culture.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Healthcare experience,Improve access to care.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Healthcare experience,Ensure safe and effective transitions.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Healthcare experience,Implement evidence-based practices.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Partnerships,Collaborate to meet the needs of our community.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Partnerships,Seek opportunities to better integrate care.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Partnerships,Foster shared leadership with our partners.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Partnerships,Honour our role in sustaining a healthy community.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Team well-being,Invest in our people to be the best at what we do.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Team well-being,"Ensure a safe, healthy, positive, and professional work culture.",nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Team well-being,Inspire and empower our people.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Team well-being,Sustain a highly qualified healthcare workforce.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Team well-being,"Create a culture of equity, diversity, inclusion, and accessibility.",nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Resource sustainability and growth,"Delivery of safe, quality care through smart resource use.",nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Resource sustainability and growth,"Strengthen our current technological, physical, and equipment infrastructure.",nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Resource sustainability and growth,Improve information systems to support decision-making and patient care.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Resource sustainability and growth,Modernize and expand to meet future needs of our community.,nf
619,BROCKVILLE_GENERAL,2025-12-02,Brockville General Hospital,nf,2,2-text-based,Resource sustainability and growth,Streamline to preserve our health human resources.,nf
624,Campbellford_Memorial_Hospital,2025-12-02,Campbellford Memorial Hospital,nf,1,1-text-based (priorities referenced but not listed in PDF text),nf,nf,nf
626,MRHA_CARLETON_PLACE_DISTRICT,2025-12-02,Mississippi River Health Alliance,2023-2025,1,1-text-based,Stabilize and Improve,nf,nf
626,MRHA_CARLETON_PLACE_DISTRICT,2025-12-02,Mississippi River Health Alliance,2023-2025,1,1-text-based,Growing Stronger,nf,nf
